Name,English,Translation,Restrictions,Comment
GMStdIfVar_Story_4,If ${var} is not less than ${value} on ${applyto},Si ${var} no es menor que ${value} en ${applyto},,dnd story text
GMStdIfVar_Story_5,If ${var} is not greater than ${value},Si ${var} no es mayor que ${value},,dnd story text
GMStdIfVar_Story_6,If ${var} is not greater than ${value} on ${applyto},Si ${var} no es mayor que ${value} en ${applyto},,dnd story text
GMStdIfVar_Story_7,If ${var} is not less than or equal to ${value},Si ${var} no es menor que o igual a ${value},,dnd story text
GMStdIfVar_Story_8,If ${var} is not less than or equal to ${value} on ${applyto},Si ${var} no es menor que o igual a ${value} en ${applyto},,dnd story text
GMStdIfVar_Story_9,If ${var} is not greater than or equal to ${value},Si ${var} no es mayor que o igual a ${value},,dnd story text
GMStdIfVar_Story_10,If ${var} is not greater than or equal to ${value} on ${applyto},Si ${var} no es mayor que o igual a ${value} en ${applyto},,dnd story text
GMStdIfVar_Story_11,If ${var} is equal to ${value},Si ${var} es igual a ${value},,dnd story text
GMStdIfVar_Story_12,If ${var} is equal to ${value} on ${applyto},Si ${var} es igual a ${value} en ${applyto},,dnd story text
GMStdIfVar_Story_13,If ${var} is less than ${value},Si ${var} es menor que ${value},,dnd story text
GMStdIfVar_Story_14,If ${var} is less than ${value} on ${applyto},Si ${var} es menor que ${value} en ${applyto},,dnd story text
GMStdIfVar_Story_15,If ${var} is greater than ${value},Si ${var} es mayor que ${value},,dnd story text
GMStdIfVar_Story_16,If ${var} is greater than ${value} on ${applyto},Si ${var} es mayor que ${value} en ${applyto},,dnd story text
GMStdIfVar_Story_17,If ${var} is less than or equal to ${value},Si ${var} es menor que o igual a ${value},,dnd story text
GMStdIfVar_Story_18,If ${var} is less than or equal to ${value} on ${applyto},Si ${var} es menor que o igual a ${value} en ${applyto},,dnd story text
GMStdIfVar_Story_19,If ${var} is greater than or equal to ${value},Si ${var} es mayor que o igual a ${value},,dnd story text
GMStdIfVar_Story_20,If ${var} is greater than or equal to ${value} on ${applyto},Si ${var} es mayor que o igual a ${value} en ${applyto},,dnd story text
GMStdIfExpr_Story_1,If ${expr} is true${show_input_count},Si ${expr} es cierta${show_input_count},,dnd story text
GMStdIfExpr_Story_2,If ${expr} is true on ${applyto}${show_input_count},Si ${expr} es cierta en ${applyto}${show_input_count},,dnd story text
GMStdIfExpr_Story_3,If ${expr} is false${show_input_count},Si ${expr} es falsa${show_input_count},,dnd story text
GMStdIfExpr_Story_4,If ${expr} is false on ${applyto}${show_input_count},Si ${expr} es falsa en ${applyto}${show_input_count},,dnd story text
GMStdIfUndef_Story_1,If ${var} is undefined${show_input_count},Si ${var} no está definida${show_input_count},,dnd story text
GMStdIfUndef_Story_2,If ${var} is undefined on ${applyto}${show_input_count},Si ${var} no está definida en ${applyto}${show_input_count},,dnd story text
GMStdIfUndef_Story_3,If ${var} is not undefined${show_input_count},Si ${var} no está no definida${show_input_count},,dnd story text
GMStdIfUndef_Story_4,If ${var} is not undefined on ${applyto}${show_input_count},Si ${var} no está no definida en ${applyto}${show_input_count},,dnd story text
GMStdElse_Story,Else,De lo contrario,,dnd story text
GMStdExCode_Story_1,Execute code,Ejecutar código,,dnd story text
GMStdExCode_Story_2,Execute code on ${applyto},Ejecutar código en ${applyto},,dnd story text
GMStdExCode_Story_3,${overridden_name},${overridden_name},,dnd story text
GMStdExCode_Story_4,${overridden_name} on ${applyto},${overridden_name} en ${applyto},,dnd story text
GMStdExScript_Story_1,Execute ${script},Ejecutar ${script},,dnd story text
GMStdExScript_Story_2,Execute ${script} on ${applyto},Ejecutar ${script} en ${applyto},,dnd story text
GMStdExScript_Story_3,Execute ${script} with 1 argument,Ejecutar ${script} con 1 argumento,,dnd story text
GMStdExScript_Story_4,Execute ${script} with 1 argument on ${applyto},Ejecutar ${script} con 1 argumento en ${applyto},,dnd story text
GMStdExScript_Story_5,Execute ${script} with ${input_count} arguments,Ejecutar ${script} con ${input_count} argumentos,,dnd story text
GMStdExScript_Story_6,Execute ${script} with ${input_count} arguments on ${applyto},Ejecutar ${script} con ${input_count} argumentos en ${applyto},,dnd story text
GMStdExScript_Story_7,Execute and set ${var} to return value of ${script},Ejecutar y establecer ${var} para devolver valor de ${script},,dnd story text
GMStdExScript_Story_8,Execute and set ${var} to return value of ${script} on ${applyto},Ejecutar y establecer ${var} para devolver valor de ${script} en ${applyto},,dnd story text
GMStdExScript_Story_9,Execute and set ${var} to return value of ${script} with 1 argument,Ejecutar y establecer ${var} para devolver valor de ${script} con 1 argumento,,dnd story text
GMStdExScript_Story_10,Execute and set ${var} to return value of ${script} with 1 argument on ${applyto},Ejecutar y establecer ${var} para devolver valor de ${script} con 1 argumento en ${applyto},,dnd story text
GMStdExScript_Story_11,Execute and set ${var} to return value of ${script} with ${input_count} arguments,Ejecutar y establecer ${var} para devolver valor de ${script} con ${input_count} argumentos,,dnd story text
GMStdExScript_Story_12,Execute and set ${var} to return value of ${script} with ${input_count} arguments on ${applyto},Ejecutar y establecer ${var} para devolver valor de ${script} con ${input_count} argumentos en ${applyto},,dnd story text
GMStdExScript_Story_13,Execute and set temp ${var} to return value of ${script},Ejecutar y establecer temp ${var} para devolver valor de ${script},,dnd story text
GMStdExScript_Story_14,Execute and set temp ${var} to return value of ${script} on ${applyto},Ejecutar y establecer temp ${var} para devolver valor de ${script} en ${applyto},,dnd story text
GMStdExScript_Story_15,Execute and set temp ${var} to return value of ${script} with 1 argument,Ejecutar y establecer temp ${var} para devolver valor de ${script} con 1 argumento,,dnd story text
GMStdExScript_Story_16,Execute and set temp ${var} to return value of ${script} with 1 argument on ${applyto},Ejecutar y establecer temp ${var} para devolver valor de ${script} con 1 argumento en ${applyto},,dnd story text
GMStdExScript_Story_17,Execute and set temp ${var} to return value of ${script} with ${input_count} arguments,Ejecutar y establecer temp ${var} para devolver valor de ${script} con ${input_count} argumentos,,dnd story text
GMStdExScript_Story_18,Execute and set temp ${var} to return value of ${script} with ${input_count} arguments on ${applyto},Ejecutar y establecer temp ${var} para devolver valor de ${script} con ${input_count} argumentos en ${applyto},,dnd story text
GMStdCallFunction_Story_1,Call ${function},Llamar ${function},,dnd story text
GMStdCallFunction_Story_2,Call ${function} on ${applyto},Llamar a ${function} en ${applyto},,dnd story text
GMStdCallFunction_Story_3,Call ${function} with 1 argument,Llamar a ${function} con 1 argumento,,dnd story text
GMStdCallFunction_Story_4,Call ${function} with 1 argument on ${applyto},Llamar a ${function} con 1 argumento en ${applyto},,dnd story text
GMStdCallFunction_Story_5,Call ${function} with ${input_count} arguments,Llamar a ${function} con ${input_count} argumentos,,dnd story text
GMStdCallFunction_Story_6,Call ${function} with ${input_count} arguments on ${applyto},Llamar a ${function} con ${input_count} argumentos en ${applyto},,dnd story text
GMStdCallFunction_Story_7,Set ${var} to return value of ${function},Establecer ${var} para devolver valor de ${function},,dnd story text
GMStdCallFunction_Story_8,Set ${var} to return value of ${function} on ${applyto},Establecer ${var} para devolver valor de ${function} en ${applyto},,dnd story text
GMStdCallFunction_Story_9,Set ${var} to return value of ${function} with 1 argument,Establecer ${var} para devolver valor de ${function} con 1 argumento,,dnd story text
GMStdCallFunction_Story_10,Set ${var} to return value of ${function} with 1 argument on ${applyto},Establecer ${var} para devolver valor de ${function} con 1 argumento en ${applyto},,dnd story text
GMStdCallFunction_Story_11,Set ${var} to return value of ${function} with ${input_count} arguments,Establecer ${var} para devolver valor de ${function} con ${input_count} argumentos,,dnd story text
GMStdCallFunction_Story_12,Set ${var} to return value of ${function} with ${input_count} arguments on ${applyto},Establecer ${var} para devolver valor de ${function} con ${input_count} argumentos en ${applyto},,dnd story text
GMStdCallFunction_Story_13,Set temp ${var} to return value of ${function},Establecer temp ${var} para devolver valor de ${function},,dnd story text
GMStdCallFunction_Story_14,Set temp ${var} to return value of ${function} on ${applyto},Establecer temp ${var} para devolver valor de ${function} en ${applyto},,dnd story text
GMStdCallFunction_Story_15,Set temp ${var} to return value of ${function} with 1 argument,Establecer temp ${var} para devolver valor de ${function} con 1 argumento,,dnd story text
GMStdCallFunction_Story_16,Set temp ${var} to return value of ${function} with 1 argument on ${applyto},Establecer temp ${var} para devolver valor de ${function} con 1 argumento en ${applyto},,dnd story text
GMStdCallFunction_Story_17,Set temp ${var} to return value of ${function} with ${input_count} arguments,Establecer temp ${var} para devolver valor de ${function} con ${input_count} argumentos,,dnd story text
GMStdCallFunction_Story_18,Set temp ${var} to return value of ${function} with ${input_count} arguments on ${applyto},Establecer temp ${var} para devolver valor de ${function} con ${input_count} argumentos en ${applyto},,dnd story text
GMStdRet_Story_1,Return ${value},Devolver ${value},,dnd story text
GMStdRet_Story_2,Return ${value} on ${applyto},Devolver ${value} en ${applyto},,dnd story text
GMStdApplyTo_Story_1,Apply to ${applyto},Aplicar a ${applyto},,dnd story text
GMStdMacro_Story_1,Define macro ${macro} as ${value}${show_input_count},Definir macro ${macro} como ${value}${show_input_count},,dnd story text
GMStdMacro_Story_2,Define macro ${macro} as ${value} on ${applyto}${show_input_count},Definir macro ${macro} como ${value} en ${applyto}${show_input_count},,dnd story text
GMStdExit_Story,Exit the current event,Salir del evento actual,,dnd story text
GMStdInstCreate_Story_1,Create ${objectid} at ${dnd_pos},Crear ${objectid} en ${dnd_pos},,dnd story text
GMStdInstCreate_Story_2,Create ${objectid} at ${dnd_pos} on ${applyto},Crear ${objectid} en ${dnd_pos} en ${applyto},,dnd story text
GMStdInstCreate_Story_3,Create ${objectid} at ${dnd_pos} into ${var},Crear ${objectid} en ${dnd_pos} dentro de ${var},,dnd story text
GMStdInstCreate_Story_4,Create ${objectid} at ${dnd_pos} into ${var} on ${applyto},Crear ${objectid} en ${dnd_pos} dentro de ${var} en ${applyto},,dnd story text
GMStdInstCreate_Story_5,Create ${objectid} at ${dnd_pos} into temp ${var},Crear ${objectid} en ${dnd_pos} dentro de temp ${var},,dnd story text
GMStdInstCreate_Story_6,Create ${objectid} at ${dnd_pos} into temp ${var} on ${applyto},Crear ${objectid} en ${dnd_pos} dentro de temp ${var} en ${applyto},,dnd story text
GMStdInstDestroy_Story_1,Destroy this instance,Destruir esta estancia,,dnd story text
GMStdInstDestroy_Story_2,Destroy ${applyto} on ${applyto},Destruir ${applyto} en ${applyto},,dnd story text
GMStdDestroyAtPos_Story_1,Destroy instances at ${dnd_pos},Destruir estancias en ${dnd_pos},,dnd story text
GMStdDestroyAtPos_Story_2,Destroy instances at ${dnd_pos} on ${applyto},Destruir estancias en ${dnd_pos} en ${applyto},,dnd story text
GMStdInstChange_Story_1,Change into ${objind},Cambiar a ${objind},,dnd story text
GMStdInstChange_Story_2,Change ${applyto} into ${objind} on ${applyto},Cambiar ${applyto} a ${objind} en ${applyto},,dnd story text
GMStdSetAlarm_Story_1,Set alarm ${alarm} to ${steps}${show_input_count},Establecer alarma ${alarm} para ${steps}${show_input_count},,dnd story text
GMStdSetAlarm_Story_2,Set alarm ${alarm} to ${steps} on ${applyto}${show_input_count},Establecer alarma ${alarm} para ${steps} en ${applyto}${show_input_count},,dnd story text
GMStdSetAlarm_Story_3,Add ${steps} to alarm ${alarm}${show_input_count},Añadir ${steps} a alarma ${alarm}${show_input_count},,dnd story text
GMStdSetAlarm_Story_4,Add ${steps} to alarm ${alarm} on ${applyto}${show_input_count},Añadir ${steps} a alarma ${alarm} en ${applyto}${show_input_count},,dnd story text
GMStdGetAlarm_Story_1,Get alarm ${alarm} into ${var},Obtener alarma ${alarm} dentro de ${var},,dnd story text
GMStdGetAlarm_Story_2,Get alarm ${alarm} into ${var} on ${applyto},Obtener alarma ${alarm} dentro de ${var} en ${applyto},,dnd story text
GMStdGetAlarm_Story_3,Get alarm ${alarm} into temp ${var},Obtener alarma ${alarm} dentro de temp ${var},,dnd story text
GMStdGetAlarm_Story_4,Get alarm ${alarm} into temp ${var} on ${applyto},Obtener alarma ${alarm} dentro de temp ${var} en ${applyto},,dnd story text
GMStdInstCount_Story_1,Get ${object} count into ${var},Obtener recuento de ${object} dentro de  ${var},,dnd story text
GMStdInstCount_Story_2,Get ${object} count into ${var} on ${applyto},Obtener recuento de ${object} dentro de ${var} en ${applyto},,dnd story text
GMStdInstCount_Story_3,Get ${object} count into temp ${var},Obtener recuento de ${object} dentro de temp ${var},,dnd story text
GMStdInstCount_Story_4,Get ${object} count into temp ${var} on ${applyto},Obtener recuento de ${object} dentro de temp ${var} en ${applyto},,dnd story text
GMStdCallUserEvent_Story_1,Call user event ${event}${show_input_count},Llamar a evento de usuario ${event}${show_input_count},,dnd story text
GMStdCallUserEvent_Story_2,Call user event ${event} on ${applyto}${show_input_count},Llamar a evento de usuario ${event} en ${applyto}${show_input_count},,dnd story text
GMStdSetInstanceVar_Story_1,Set instance variable ${dnd_set_inst_vars} to ${value}${show_input_count},Establecer variable de estancia ${dnd_set_inst_vars} a ${value}${show_input_count},,dnd story text
GMStdSetInstanceVar_Story_2,Set instance variable ${dnd_set_inst_vars} to ${value} on ${applyto}${show_input_count},Establecer variable de estancia ${dnd_set_inst_vars} a ${value} en ${applyto}${show_input_count},,dnd story text
GMStdGetInstanceVar_Story_1,Get instance variable ${dnd_get_inst_vars} into ${target}${show_input_count},Establecer variable de estancia ${dnd_get_inst_vars} dentro de ${target}${show_input_count},,dnd story text
GMStdGetInstanceVar_Story_2,Get instance variable ${dnd_get_inst_vars} into ${target} on ${applyto}${show_input_count},Establecer variable de estancia ${dnd_get_inst_vars} dentro de ${target} en ${applyto}${show_input_count},,dnd story text
GMStdGetInstanceVar_Story_3,Get instance variable ${dnd_get_inst_vars} into temp ${target}${show_input_count},Obtener variable de estancia ${dnd_get_inst_vars} dentro de temp ${target}${show_input_count},,dnd story text
GMStdGetInstanceVar_Story_4,Get instance variable ${dnd_get_inst_vars} into temp ${target} on ${applyto}${show_input_count},Obtener variable de estancia ${dnd_get_inst_vars} dentro de  temp ${target} en ${applyto}${show_input_count},,dnd story text
GMStdSetSprite_Story_1,Set sprite to ${spriteind} at frame ${imageind},Establecer sprite a ${spriteind} en frame ${imageind},,dnd story text
GMStdSetSprite_Story_2,Set sprite to ${spriteind} at frame ${imageind} on ${applyto},Establecer sprite a ${spriteind} en frame ${imageind} en ${applyto},,dnd story text
GMStdRotSprite_Story_1,Set rotation to ${angle},Establecer rotación a ${angle},,dnd story text
GMStdRotSprite_Story_2,Set rotation to ${angle} on ${applyto},Establecer rotación a ${angle} en ${applyto},,dnd story text
GMStdRotSprite_Story_3,Add ${angle} to rotation,Añadir ${angle} a rotación,,dnd story text
GMStdRotSprite_Story_4,Add ${angle} to rotation on ${applyto},Añadir ${angle} a rotación en ${applyto},,dnd story text
GMStdSpriteAnimSpd_Story_1,Set animation speed to ${speed},Establecer velocidad de animación a ${speed},,dnd story text
GMStdSpriteAnimSpd_Story_2,Set animation speed to ${speed} on ${applyto},Establecer velocidad de animación a ${speed} en ${applyto},,dnd story text
GMStdSpriteAnimSpd_Story_3,Add ${speed} to animation speed,Añadir ${speed} a velocidad de animación,,dnd story text
GMStdSpriteAnimSpd_Story_4,Add ${speed} to animation speed on ${applyto},Añadir ${speed} a velocidad de animación en ${applyto},,dnd story text
GMStdSpriteScale_Story_1,"Scale to ${xscale},${yscale}",Escalar a ${xscale},,dnd story text
GMStdSpriteScale_Story_2,"Scale to ${xscale},image_yscale",Escalar a ${xscale},,dnd story text
GMStdSpriteScale_Story_3,"Scale to ${xscale},image_yscale+${yscale}",Escalar a ${xscale},,dnd story text
GMStdSpriteScale_Story_4,"Scale to image_xscale,${yscale}",Escalar a image_xscale,,dnd story text
GMStdSpriteScale_Story_5,"Scale to image_xscale,image_yscale",Escalar a image_xscale,,dnd story text
GMStdSpriteScale_Story_6,"Scale to image_xscale,image_yscale+${yscale}",Escalar a image_xscale,,dnd story text
GMStdSpriteScale_Story_7,"Scale to image_xscale+${xscale},${yscale}",Escalar a image_xscale+${xscale},,dnd story text
GMStdSpriteScale_Story_8,"Scale to image_xscale+${xscale},image_yscale",Escalar a image_xscale+${xscale},,dnd story text
GMStdSpriteScale_Story_9,"Scale to image_xscale+${xscale},image_yscale+${yscale}",Escalar a imagen image_xscale+${xscale},,dnd story text
GMStdSpriteScale_Story_10,"Scale ${applyto} to ${xscale},${yscale} on ${applyto}",Escalar ${applyto} a ${xscale},,dnd story text
GMStdSpriteScale_Story_11,"Scale ${applyto} to ${xscale},image_yscale on ${applyto}",Escalar ${applyto} a ${xscale},,dnd story text
GMStdSpriteScale_Story_12,"Scale ${applyto} to ${xscale},image_yscale+${yscale} on ${applyto}",Escalar ${applyto} a ${xscale},,dnd story text
GMStdSpriteScale_Story_13,"Scale ${applyto} to image_xscale,${yscale} on ${applyto}",Escalar ${applyto} a image_xscale,,dnd story text
GMStdSpriteScale_Story_14,"Scale ${applyto} to image_xscale,image_yscale on ${applyto}",Escalar ${applyto} a image_xscale,,dnd story text
GMStdSpriteScale_Story_15,"Scale ${applyto} to image_xscale,image_yscale+${yscale} on ${applyto}",Escalar ${applyto} a image_xscale,,dnd story text
GMStdSpriteScale_Story_16,"Scale ${applyto} to image_xscale+${xscale},${yscale} on ${applyto}",Escalar ${applyto} a image_xscale+${xscale},,dnd story text
GMStdSpriteScale_Story_17,"Scale ${applyto} to image_xscale+${xscale},image_yscale on ${applyto}",Escalar ${applyto} a image_xscale+${xscale},,dnd story text
GMStdSpriteScale_Story_18,"Scale ${applyto} to image_xscale+${xscale},image_yscale+${yscale} on ${applyto}",Escalar ${applyto} a image_xscale+${xscale},,dnd story text
GMStdSpriteAlpha_Story_1,Set alpha to ${alpha},Establecer alfa a ${alpha},,dnd story text
GMStdSpriteAlpha_Story_2,Set alpha to ${alpha} on ${applyto},Establecer alfa a ${alpha} en ${applyto},,dnd story text
GMStdSpriteAlpha_Story_3,Add ${alpha} to alpha,Añadir ${alpha} a alfa,,dnd story text
GMStdSpriteAlpha_Story_4,Add ${alpha} to alpha on ${applyto},Añadir ${alpha} a alfa en ${applyto},,dnd story text
GMStdSpriteColor_Story_1,Set sprite blend colour to ${colour},Establecer mezcla de color de sprite a ${colour},,dnd story text
GMStdSpriteColor_Story_2,Set sprite blend colour to ${colour} on ${applyto},Establecer mezcla de color de sprite a ${colour} en ${applyto},,dnd story text
GMStdInstExists_Story_1,Check if ${obj} does not exist,Comprobar si ${obj} no existe,,dnd story text
GMStdInstExists_Story_2,Check if ${obj} does not exist on ${applyto},Comprobar si ${obj} no existe en ${applyto},,dnd story text
GMStdInstExists_Story_3,Check if ${obj} exists,Comprobar si ${obj} existe,,dnd story text
GMStdInstExists_Story_4,Check if ${obj} exists on ${applyto},Comprobar si ${obj} existe en ${applyto},,dnd story text
GMStdInheritEvent_Story_1,Call parent event,Llamar a evento matriz,,dnd story text
GMStdInheritEvent_Story_2,Call parent event on ${applyto},Llamar a evento matriz en ${applyto},,dnd story text
GMStdIfMousePressed_Story_1,If mouse button ${button} is pressed,Si el botón del ratón ${button} está pulsado,,dnd story text
GMStdIfMousePressed_Story_2,If mouse button ${button} is pressed on ${applyto},Si el botón del ratón ${button} está pulsado en ${applyto},,dnd story text
GMStdIfMousePressed_Story_3,If mouse button ${button} is not pressed,Si el botón del ratón ${button} no está pulsado,,dnd story text
GMStdIfMousePressed_Story_4,If mouse button ${button} is not pressed on ${applyto},Si el botón del ratón ${button} no está pulsado en ${applyto},,dnd story text
GMStdIfMouseDown_Story_1,If mouse button ${button} is down,Si el botón del ratón ${button} está bajado,,dnd story text
GMStdIfMouseDown_Story_2,If mouse button ${button} is down on ${applyto},Si el botón del ratón ${button} está bajado en ${applyto},,dnd story text
GMStdIfMouseDown_Story_3,If mouse button ${button} is not down,Si el botón del ratón ${button} no está bajado,,dnd story text
GMStdIfMouseDown_Story_4,If mouse button ${button} is not down on ${applyto},Si el botón del ratón ${button} no está bajado en ${applyto},,dnd story text
GMStdIfMouseUp_Story_1,If mouse button ${button} is released,Si el botón del ratón ${button} es soltado,,dnd story text
GMStdIfMouseUp_Story_2,If mouse button ${button} is released on ${applyto},Si el botón del ratón ${button} es soltado en ${applyto},,dnd story text
GMStdIfMouseUp_Story_3,If mouse button ${button} is not released,Si el botón del ratón ${button} no está soltado,,dnd story text
GMStdIfMouseUp_Story_4,If mouse button ${button} is not released on ${applyto},Si el botón del ratón ${button} no está soltado en ${applyto},,dnd story text
GMStdIfKeyPressed_Story_1,If ${key} is pressed,Si ${key} está pulsada,,dnd story text
GMStdIfKeyPressed_Story_2,If ${key} is pressed on ${applyto},Si ${key} está pulsada en ${applyto},,dnd story text
GMStdIfKeyPressed_Story_3,If ${key} is not pressed,Si ${key} no está pulsada,,dnd story text
GMStdIfKeyPressed_Story_4,If ${key} is not pressed on ${applyto},Si ${key} no está pulsada en ${applyto},,dnd story text
GMStdIfKeyDown_Story_1,If ${key} is down,Si ${key} está abajo,,dnd story text
GMStdIfKeyDown_Story_2,If ${key} is down on ${applyto},Si ${key} está abajo en ${applyto},,dnd story text
GMStdIfKeyDown_Story_3,If ${key} is not down,Si ${key} no está abajo,,dnd story text
GMStdIfKeyDown_Story_4,If ${key} is not down on ${applyto},Si ${key} no está abajo en ${applyto},,dnd story text
GMStdIfKeyUp_Story_1,If ${key} is released,Si ${key} es soltada,,dnd story text
GMStdIfKeyUp_Story_2,If ${key} is released on ${applyto},Si ${key} es soltada en ${applyto},,dnd story text
GMStdIfKeyUp_Story_3,If ${key} is not released,Si ${key} no está soltada,,dnd story text
GMStdIfKeyUp_Story_4,If ${key} is not released on ${applyto},Si ${key} no está soltada en ${applyto},,dnd story text
GMStdGPAxis_Story_1,Get ${axis} axis value on gamepad ${gp} into ${var},Obtener valor de eje ${axis} en pad de juego ${gp} dentro de ${var},,dnd story text
GMStdGPAxis_Story_2,Get ${axis} axis value on gamepad ${gp} into ${var} on ${applyto},Obtener valor de eje ${axis} en pad de juego ${gp} dentro de ${var} en ${applyto},,dnd story text
GMStdGPAxis_Story_3,Get ${axis} axis value on gamepad ${gp} into temp ${var},Obtener valor de eje ${axis} en pad de juego ${gp} dentro de temp ${var},,dnd story text
GMStdGPAxis_Story_4,Get ${axis} axis value on gamepad ${gp} into temp ${var} on ${applyto},Obtener valor de eje ${axis} en pad de juego ${gp} dentro de temp ${var} en ${applyto},,dnd story text
GMStdGPTrigger_Story_1,Get ${trigger} value on gamepad ${gp} into ${var},Obtener valor de ${trigger} en pad de juego ${gp} dentro de  ${var},,dnd story text
GMStdGPTrigger_Story_2,Get ${trigger} value on gamepad ${gp} into ${var} on ${applyto},Obtener valor de ${trigger} en pad de juego ${gp} dentro de ${var} en ${applyto},,dnd story text
GMStdGPTrigger_Story_3,Get ${trigger} value on gamepad ${gp} into temp ${var},Obtener valor de ${trigger} en pad de juego ${gp} dentro de temp ${var},,dnd story text
GMStdGPTrigger_Story_4,Get ${trigger} value on gamepad ${gp} into temp ${var} on ${applyto},Obtener valor de ${trigger} en pad de juego ${gp} dentro de temp ${var} en ${applyto},,dnd story text
GMStdGpDeviceC_Story_1,Get gamepad device count into ${var},Obtener recuento de dispositivo de pad de juego dentro de ${var},,dnd story text
GMStdGpDeviceC_Story_2,Get gamepad device count into ${var} on ${applyto},Obtener recuento de dispositivo de pad de juego dentro de ${var} en ${applyto},,dnd story text
GMStdGpDeviceC_Story_3,Get gamepad device count into temp ${var},Obtener recuento de dispositivo de pad de juego dentro de temp ${var},,dnd story text
GMStdGpDeviceC_Story_4,Get gamepad device count into temp ${var} on ${applyto},Obtener recuento de dispositivo de pad de juego dentro de temp ${var} en ${applyto},,dnd story text
GMStdGPConnc_Story_1,Get whether gamepad ${gp} is connected into ${var},Obtener si hay un pad de juego ${gp} conectado dentro de  ${var},,dnd story text
GMStdGPConnc_Story_2,Get whether gamepad ${gp} is connected into ${var} on ${applyto},Obtener si hay un pad de juego ${gp} conectado dentro de ${var} en  ${applyto},,dnd story text
GMStdGPConnc_Story_3,Get whether gamepad ${gp} is connected into temp ${var},Obtener si hay un pad de juego ${gp} conectado dentro de temp ${var},,dnd story text
GMStdGPConnc_Story_4,Get whether gamepad ${gp} is connected into temp ${var} on ${applyto},Obtener si hay un pad de juego ${gp} conectado dentro de temp ${var} en ${applyto},,dnd story text
GMStdGPDeadzone_Story_1,Set deadzone of gamepad ${gp} to ${deadzone},Establecer zona muerta del pad de juego ${gp} a ${deadzone},,dnd story text
GMStdGPDeadzone_Story_2,Set deadzone of gamepad ${gp} to ${deadzone} on ${applyto},Establecer zona muerta del pad de juego ${gp} a ${deadzone} en ${applyto},,dnd story text
GMStdGPThreshold_Story_1,Set button threshold of gamepad ${gp} to ${threshold},Establecer límite de botón del pad de juego ${gp} a ${threshold},,dnd story text
GMStdGPThreshold_Story_2,Set button threshold of gamepad ${gp} to ${threshold} on ${applyto},Establecer límite de botón del pad de juego ${gp} a ${threshold} en ${applyto},,dnd story text
GMStdIfGPDown_Story_1,If ${btn} on gamepad ${gp} is down,Si ${btn} en el pad de juego ${gp} está abajo,,dnd story text
