Name,English,Translation,Restrictions,Comment
Breakpoint_Help,"There are no breakpoints to display.\nTo place one, press F9 on the desired line in a code editor.","Es sind keine Haltpunkte zum Anzeigen vorhanden.\nUm einen zu setzen, drücken Sie F9 auf der gewünschten Zeile in einem Code-Editor.",,Breakpoint help text to be displayed when there are no breakpoints
Build_FailedCompile,ERROR: Project failed to compile: error code {0},FEHLER: Projekt konnte nicht kompiliert werden: Fehlercode {0},,Error message when the project fails to compile
Build_FailedDeploy,ERROR: Project failed to deploy: error code {0},FEHLER: Projekt konnte nicht bereitgestellt werden: Fehlercode {0},,Error message when the project fails to deploy
Build_FailedRun,ERROR: Project failed to run: error code {0},FEHLER: Projekt konnte nicht ausgeführt werden: Fehlercode {0},,Error message when the project fails to run
Button_Add,Add,Hinzufügen,,Add button
Button_Cancel,Cancel,Abbrechen,,cancel button
Button_Delete,Delete,Löschen,,Delete button
Button_Done,Done,Fertig,,Done button
Button_Import,Import,Importieren,,import button label
Button_Manage,Manage,Verwalten,,Manage button
Button_No,No,Nein,,No
Button_OK,OK,OK,,ok button
Button_Rename,Rename,Umbenennen,,Rename button
Button_Resize,Resize,Größe ändern,,resize button label
Button_Scale,Scale,Skalieren,,Image editor - scale button
Button_Yes,Yes,Ja,,Yes
Button_Next,Next,Weiter,,next button label
Button_Create,Create,Erstellen,,create button label
Button_Apply,Apply,Anwenden,,apply button label
Button_Remove_All,Remove All,Alle entfernen,,button label - remove all
Dialog_ResetLayout_Title,Reset Layout,Layout zurücksetzen,,Reset layout dialog title
Dialog_ResetLayout,Resetting the project layout will close any open resources. Are you sure you want to reset the layout?,Durch Zurücksetzen des Projekt-Layouts werden offene Ressourcen geschlossen. Möchten Sie tatsächlich das Layout zurücksetzen?,,Dialog message reset layout
Dialog_ResetLayout_ChoicePref,Automatic response to resetting the project layout,Automatische Reaktion auf Zurücksetzen des Projekt-Layouts,,Default reset layout dialog choice
Certificate_GenerateSucceeded,Successfully created certificate file: {0},Zertifikatsdatei erfolgreich erstellt: {0},,certificate create success
Certificate_GenerateFailed,Failed to create certificate file: {0},Zertifikatsdatei konnte nicht erstellt werden: {0},,certificate create failed
Certificate_FileAlreadyExists,Certificate file '{0}' already exists; please choose a new filename,Zertifikatdatei '{0}' existiert bereits. Bitte wählen Sie einen neuen Dateinamen,,certificate file exists
Certificate_RequiredFieldsMissing,Name and Password fields must be set,Die Felder Name und Passwort müssen festgelegt werden,,create certificate missing fields
Certificate_FileMissing,Unable to find certificate file '{0}',Zertifikatsdatei '{0}' nicht gefunden,,certificate file missing
Certificate_Test_Title,Certificate Check,Zertifikatsüberprüfung,,certificate test title
Certificate_PasswordFail,Password is NOT valid for certificate,Passwort für Zertifikat ist NICHT gültig,,certificate password fail
Certificate_PasswordOK,Password is valid for certificate,Passwort für Zertifikat ist gültig,,certificate password ok
CertProperties_Heading,Set .pem certificate file and password,.pem-Zertifikatsdatei und Passwort festlegen,,certificate properties heading
CertProperties_Heading2,(you can use an existing GameMaker:Studio marketplace certificate),(Sie können ein vorhandenes Zertifikat für den GameMaker: Studio Marketplace nutzen),,certificate properties heading 2
CertProperties_CertificateFile,Certificate File:,Zertifikatsdatei:,,certificate file label
CertProperties_CertificatePassword,Certificate Password:,Zertifikatspasswort:,,certificate password label
CertProperties_Check,Check,Überprüfen,,certificate properties check certificate button label
CertProperties_CheckTooltip,Check that the password is valid for the selected certficate file,"Überprüfen Sie, ob das Passwort für die ausgewählte Zertifikatsdatei gültig ist",,certificate properties check tooltip
CertProperties_CreateInfoLabel,"If you don't have a certificate, you can create one:","Wenn Sie kein Zertifikat haben, können Sie eines erstellen:",,certificate properties create info
CertProperties_CreateNewCertificate,Create new certificate,Neues Zertifikat erstellen,,certificate properties create new certificate button label
CertProperties_CreateCertificate,Create Certificate,Zertifikat erstellen,,certificate properties create certificate button label
CertProperties_EnterCertDetails,Enter new certificate details:,Neue Zertifikatsdetails eingeben:,,certificate properties enter certificate details
CertProperties_PublisherName,Publisher Name:,Name des Publishers:,,cert properties author name
CertProperties_CreatePublisherAccount,Create Publisher Account,Publisher-Konto einrichten,,create publisher account button label
CodeWindow_2Column,2 columns,2 Spalten,,Document window layout menu option - 2columns
CodeWindow_3Column,3 columns,3 Spalten,,Document window layout menu option - 3 columns
CodeWindow_Fullscreen,Fullscreen workspace tab,Arbeitsbereichreiter in Vollbild,,Document window layout menu option - fullscreen workspace tab
CodeWindow_Menu_Help,Keyword help,Hilfe Schlagwort,,Code window help menu option
CodeWindow_Menu_ShowResource,Show resource,Ressource zeigen,,Code window show resource menu option
CodeWindow_SingleColumn,Single pane,Einzelfenster,,Document window layout menu option - 1 column
CodeWindow_Title,Code,Code,,fullscreen code editor workspace tab title
CodeWindow_RestoreToWorkspace,Restore to workspace,In Arbeitsbereich wiederherstellen,,code editor restore to workspace context menu option
CodeWindow_GotoObject,Go to Object,Zu Objekt gehen,,code editor go to object context menu option
CodeWindow_AddEvent,Add/Open Event,Ereignis hinzufügen/öffnen,,code editor event script add event context menu option
GotoLine_Title,Go To Line,Zu Zeile gehen,,goto line dialog title
GotoLine_Label,Line Number ({0} - {1}),Zeilennummer ({0} - {1}),,goto line label
CompileErrors,Compile Errors,Kompilierungsfehler,,Compile Errors tab title
CompileErrors_NoErrors,There are no compile errors to show!,"Es gibt keine Kompilierungsfehler, die angezeigt werden können!",,No compile errors message
Configuration,Configuration,Konfiguration,,Configuration
Configuration_Select,Select Configuration,Konfiguration wählen,,Window title for config select
Configurations,Configurations,Konfigurationen,,Configurations
Configurations_Add,Add New Configuration,Neue Konfiguration hinzufügen,,Add configuration window title
Configurations_Delete,Are you sure you want to delete configuration '{0}'?,Möchten Sie die Konfiguration '{0}' wirklich löschen?,,Confirm for deleting a configuration
Configurations_Delete_OtherConfigs,Are you sure? Deleting configuration '{0}' will also delete the following configurations: '{1}'.,Sind Sie sicher? Mit dem Löschen der Konfiguration '{0}' werden auch die folgenden Konfigurationen gelöscht: '{1}'.,,Warning about deleting a configuration deleting child configs
Configurations_DeleteError,Cannot delete configuration '{0}',Konfiguration '{0}‘ kann nicht gelöscht werden,,Cannot delete a configuration error message
Configurations_DuplicateEntryError,Cannot duplicate existing configuration name,Bestehender Konfigurationsname kann nicht dupliziert werden,,Configuration name cannot be duplicated error message
Configurations_InvalidLicenseError,Cannot create configurations with GameMaker Studio 2 Trial,Mit der Testversion von GameMaker Studio 2 können keine Konfigurationen erstellt werden,,Cannot create configurations with the Trial version of GameMaker Studio 2 error message
Configurations_InvalidNameError,The configuration name '{0}' is not valid,Der Konfigurationsname '{0}' ist nicht gültig,,Configuration name provided is invalid
Configurations_Manage,Manage Configurations,Konfigurationen verwalten,,Manage Configurations window title
Configurations_NameEmptyError,New configuration name cannot be empty,Der Name der neuen Konfiguration darf nicht leer sein,,Configuration name cannot be empty error message
Configurations_NewName,New Configuration Name,Name der neuen Konfiguration,,New configuration label
Configurations_Parent,Parent Configuration,Übergeordnete Konfiguration,,Choose parent configuration label
Configurations_Promote,Promote,Bewerben,,Promotion of a config up the config hierarchy
Configurations_Rename,Rename Configuration,Konfiguration umbenennen,,Rename configuration
Configurations_RenameError,Cannot rename '{0}' configuration,Konfiguration '{0}' kann nicht umbenannt werden,,Configuration name cannot be renamed error message
Configurations_ConfirmPromote,Are you sure? Promoting a configuration cannot be undone,Sind Sie sicher? Das Bewerben einer Konfiguration kann nicht rückgängig gemacht werden,,Confirm the user really wants to promote a config
ContextMenu_AddMenuEntry,Add Menu Entry,Menüeintrag hinzufügen,,Context menu option to add a menu entry at the end of the context menu
ContextMenu_AddMenuEntryAfter,Add Menu Entry Below,Menüeintrag darunter hinzufügen,,Context menu option to add a menu entry below the selected entry
ContextMenu_AddMenuEntryBefore,Add Menu Entry Above,Menüeintrag darüber hinzufügen,,Context menu option to add a menu entry above the selected entry
ContextMenu_AddMenuSeparatorAfter,Add Menu Separator Below,Menütrennung darunter hinzufügen,,Context menu option to add a separator below the selected entry
ContextMenu_AddMenuSeparatorBefore,Add Menu Separator Above,Menütrennung darüber hinzufügen,,Context menu option to add a separator above the selected entry
ContextMenu_AddSubMenuEntry,Add Sub Menu Entry,Untermenüeintrag hinzufügen,,Context menu option to add a sub menu entry at the end of the context menu
ContextMenu_AddSubMenuEntryAfter,Add Sub Menu Entry Below,Untermenüeintrag darunter hinzufügen,,Context menu option to add a sub menu entry before the selected entry
ContextMenu_AddSubMenuEntryBefore,Add Sub Menu Entry Above,Untermenüeintrag darüber hinzufügen,,Context menu option to add a sub menu entry after the selected entry
ContextMenu_MoveEntryDown,Move Menu Item Down,Menüelement nach unten verschieben,,Context menu option to move a menu entry or separator down
ContextMenu_MoveEntryUp,Move Menu Item Up,Menüelement nach oben verschieben,,Context menu option to move a menu entry or separator up
Dialog_AreYouSure,Are you sure?,Sind Sie sicher?,,"Generic ""Are you sure?"" dialog message"
Dialog_Confirm,Confirm,Bestätigen,,"Dialog ""confirm"" heading"
Dialog_DeleteEvent_Query,Are you sure you want to remove the event with all its actions?,Möchten Sie dieses Ereignis mit all seinen Aktionen wirklich entfernen?,,Delete event dialog confirmation query
Dialog_CutEvent_Query,Are you sure you want to cut the selected event?,Möchten Sie das gewählte Ereignis wirklich ausschneiden?,,Cut event dialog confirmation query
Dialog_DeleteEvent_Query_Multiple,Are you sure you want to remove {0} events with all their actions?,Möchten Sie {0} Ereignisse mit all ihren Aktionen wirklich entfernen?,,Delete multiple event dialog confirmation query
Dialog_DeleteFrame_Query,Delete the selected frames?,Die ausgewählten Frames löschen?,,image editor delete frames confirm query
Dialog_PasteEvent_NotReady,The event is still being copied. Please try pasting again in a few seconds.,Das Ereignis wird noch immer kopiert. Bitte versuchen Sie das Einfügen in einigen Sekunden erneut.,,Not ready to paste yet message
Dialog_DontShowAgain,Don't show this message again,Diese Meldung nicht mehr anzeigen,,Message next to checkbox to allow the user to choose not to see this popup in future
Dialog_Error,Error,Fehler,,error dialog title
Dialog_NotReady,Not Ready,Nicht bereit,,not ready dialog title
Dialog_Success,Success,Erfolgreich,,success dialog title
Dialog_Invalid,Invalid,Ungültig,,Dialog caption text for invalid input
Dialog_InvalidInput,Invalid input. Please provide the required information.,Ungültige Eingabe. Bitte geben Sie die erforderlichen Informationen an.,,A dialog message for invalid input in dialogs
Dialog_SaveChangesToX,Save the changes to {0}?,Änderungen an {0} speichern?,,Save changes to X query
Dialog_Warning,Warning,Warnung,,"Dialog ""Warning"" title"
DialogEditor_AddContextMenu,Add Context Menu,Kontextmenü hinzufügen,,Context menu option to add a context menu to the selected gadget
DialogEditor_Cell,Grid Cell,Gitterzelle,,Layout Hierarchy heading for a grid cell group
DialogEditor_ChildGadgets,Child Gadgets,Untergeordnete Gadgets,,Layout Hierarchy heading for a child gadgets group
DialogEditor_ChildWindows,Child Windows,Untergeordnete Fenster,,Layout Hierarchy heading for a child windows group
DialogEditor_ClearLayoutList,Clear List,Liste löschen,,Button label for clearing the open layout list
DialogEditor_Client,Client Panel,Client-Fenster,,Layout Heirarchy heading for a client panel (window or tab)
DialogEditor_ClippedGadget,Clip To Parent,An übergeordnetes Element heften,,context menu option for setting if a gadget is clipped within its parent or not
DialogEditor_ColourDialog,Colour Dialog,Farbdialog,,layout hierarchy label for a colour dialog window
DialogEditor_ColourSelected,Selected Colour Display,Anzeige der gewählten Farbe,,layout hierarchy label for the selected colour display
DialogEditor_ColumnSplitter,Grid Column Splitter,Teiler für Gitterspalten,,Layout Heirarchy heading for a grid column splitter
DialogEditor_ColumnDockSplitter,Grid Column Dock Splitter,Dock-Teiler für Gitterspalten,,Layout Heirarchy heading for a grid column dock splitter
DialogEditor_RowDockSplitter,Grid Row Dock Splitter,Dock-Teiler für Gitterzeilen,,Layout Heirarchy heading for a grid row dock splitter
DialogEditor_GridSplitter,Grid Splitter,Gitterteiler,,gadget properties heading for a grid splitter
DialogEditor_DockSplitter,Grid Dock Splitter,Dock-Gitterteiler,,gadget properties heading for a grid dock splitter
DialogEditor_ContextMenu,Context Menu,Kontextmenü,,Layout Heirarcy heading for a context menu
DialogEditor_CopyGadget,Copy Gadget,Gadget kopieren,,menu entry for copying a gadget to clipboard
DialogEditor_CutGadget,Cut Gadget,Gadget ausschneiden,,menu entry for cutting a gadget to clipboard
DialogEditor_DeleteGadget,Delete Gadget,Gadget löschen,,menu entry for deleting the currently highlighted gadget
DialogEditor_DeleteLayout,Delete Layout,Layout löschen,,Dialog editor delete layout menu entry
DialogEditor_DeleteLayout_AreYouSure,Are you sure you want to delete this layout?,Möchten Sie dieses Layout wirklich löschen?,,Check the user really wants to delete the layout
DialogEditor_DuplicateLayoutName,Dialog Editor: Duplicate Layout Name,Dialogeditor: Layoutnamen duplizieren,,log prompt for user to indicate the layout name is already in use
DialogEditor_DuplicateStyleName,A duplicate of stylename '{0}' was found in\n'{1}'\nthe style will continue to be saved in\n'{2}',Ein Duplikat des Stylenamens '{0}' wurde gefunden in\n'{1}'\nDer Style wird weiterhin gespeichert in\n'{2}',,warning message that a duplicate of a style name was found but will be ignored
DialogEditor_Error,Error,Fehler,,dialog editor error box title
DialogEditor_FailedToOpenJSON,Dialog Editor: Failed to open .json file: '{0}',Dialogeditor: .json-Datei konnte nicht geöffnet werden: '{0}',,The .json file selected failed to load
DialogEditor_FileBrowse,Browse...,Durchsuchen...,,browse for filepath
DialogEditor_FileName,File name:,Dateiname:,,layout file name
DialogEditor_FlattenSubLayout,Flatten SubLayout,Unterlayout reduzieren,,Context menu/menu bar entry for flattening a sub layout within a layout hierarchy
DialogEditor_Gadgets,Gadgets,Gadgets,,Layout Hierarchy heading for a gadgets group
DialogEditor_GUIBase,GUI Base,GUI-Basis,,gadget properties heading for properties coming from the GUIBase class
DialogEditor_GUIStyle,Style,Style,,Gadget properties heading for the guistyle class properties
DialogEditor_Hierarchy,Layout Hierarchy,Layout-Hierarchie,,the title for the layout hierarchy window
DialogEditor_HighlightedGadgetInfo,"relative position: ({0}px, {1}px) dimension: ({2}px, {3}px)","Relative Position: ({0}px, {1}px) Abmessung: ({2}px, {3}px)",,display position and dimension of the currently highlighted gadget
DialogEditor_HSVTextEntry,HSV Input,HSV-Eingabe,,layout hierarchy label for the HSV input boxes
DialogEditor_InvalidJSON,The style '{0}' is not a valid json primitive. Please amend or revert the style. No changes will be saved.,Der Style '{0}' ist kein gültiges json-Primitiv. Bitte korrigieren Sie den Style oder setzen Sie ihn zurück. Änderungen werden nicht gespeichert.,,Error message when the user attempts to save a broken json style
DialogEditor_LabelAndIconCollection,Name And Icon,Name und Symbol,,Gadget properties heading for the LabelAndIcon class properties
DialogEditor_Layout,Layout,Layout,,Gadget properties heading for the basic layout properties group
DialogEditor_LayoutName,Layout name:,Layoutname:,,layout name
DialogEditor_ListBoxItems,List Items,Elemente auflisten,,The layout hierarchy label for the list items
DialogEditor_LoadLayoutXML,Load Layout File,Layout-Datei laden,,Button prompt for loading a layout xml file
DialogEditor_MenuBarEntry,Menu Bar Entry,Menüleisteneintrag,,layout hierarchy label for menubarentry gadget
DialogEditor_MenuEntry,Menu Entry,Menüeintrag,,Layout Hierarchy heading for a menu entry
DialogEditor_NewLayout,New Layout,Neues Layout,,Dialog editor new layout menu entry
DialogEditor_Node,Tree View Node,Baumanzeige-Knoten,,Tree view node label in the gadget layout hierarchy
DialogEditor_NoJSONSelected,Dialog Editor: No JSON File Selected,Dialogeditor: Keine JSON-Datei ausgewählt,,There was no .json file selected by the user
DialogEditor_NoLayoutSelected,Dialog Editor: No Layout Selected,Dialogeditor: Kein Layout ausgewählt,,log prompt for user to indicate no layout was selected
DialogEditor_NoXMLSelected,Dialog Editor: No XML File Selected,Dialogeditor: Keine XML-Datei ausgewählt,,log prompt for user to indicate no xml file was selected
DialogEditor_OpenLayout,Open Layout,Layout öffnen,,Dialog editor open layout menu entry
DialogEditor_OverridingStyleFile,The style name '{0}' is currently registered to\n'{2}'\nbut will now be saved to\n'{1}',Der Style-Name '{0}' ist aktuell registriert für\n'{2}'\naber wird jetzt gespeichert in\n'{1}',,Message when the user overrides a styles save file
DialogEditor_PasteGadget,Paste Gadget,Gadget einfügen,,menu entry for pasting a gadget from clipboard
DialogEditor_Properties,Gadget Layout Properties,Gadget-Layout-Eigenschaften,,the title for the layout properties window
DialogEditor_RadioGroup,Radio Button Group,Optionsschaltflächen-Gruppe,,Layout hierarchy display name for radio button group
DialogEditor_ReloadImages,Reload Images,Bilder neu laden,,menu bar entry for reloading all images in the dialog editor
DialogEditor_RemoveTestLayout,Remove Active Test Layouts,Aktive Test-Layouts entfernen,,Menu option to remove any active test layout windows from the dialog editor
DialogEditor_RevertAllStyles,Revert All Styles To Last Save,Alle Styles auf letzten Speicherstand zurücksetzen,,Revert the all the currently open styles to version on disk
DialogEditor_RevertAllStylesToOriginal,Revert All Styles To Original State,Alle Styles auf Originalzustand zurücksetzen,,Revert the all the currently open styles to version of unmodified file on disk
DialogEditor_RevertStyle,Revert Style To Last Save,Style auf letzten Speicherstand zurücksetzen,,Revert the currently active style to version on disk
DialogEditor_RevertStyleToOriginal,Revert Style To Original State,Style auf Originalzustand zurücksetzen,,Revert the currently active style to version of unmodified file on disk
DialogEditor_RGBATextEntry,RGBA Input,RGBA-Eingabe,,layout hierarchy label for the RGBA input boxes
DialogEditor_RowSplitter,Grid Row Splitter,Gitterzeilen-Teiler,,Layout Heirarchy heading for a grid row splitter
DialogEditor_SaveAllStyles,Save All Styles,Alle Styles speichern,,Menu option to save all open styles to file
DialogEditor_SaveAsLayout,Save Layout As...,Layout speichern als...,,Dialog editor save as layout menu entry
DialogEditor_SaveFailed,Dialog Editor: Save failed due to error: {0} - {1},Dialogeditor: Speichern fehlgeschlagen aufgrund des Fehlers: {0} - {1},,lop propmt for user to indicate the save failed
DialogEditor_SaveLayout,Save Layout,Layout speichern,,Dialog editor save layout menu entry
DialogEditor_SaveStyle,Save Style,Style speichern,,Menu option to save a style to file
DialogEditor_SaveStyleAs,Save Style As...,Style speichern als...,,Menu option to save a style to a different file or with a different name
DialogEditor_ScrollPanel,Scroll Panel,Scroll-Fenster,,layout hierarchy display name for scroll panel
DialogEditor_SelectContextMenu,Edit Context Menu,Kontextmenü bearbeiten,,Context menu option to select the context menu for the selected gadget so it can be edited
DialogEditor_SelectSaveFile,Select the file to save the style to. If the file doesn't already contain the style definition it will search all files within its folder.\nUse 'Save Style As...' to explicitly override save file,"Wählen Sie die Datei, in der der Style gespeichert werden soll. Enthält die Datei die Style-Definition nicht bereits, werden alle Dateien im Ordner durchsucht.\nVerwenden Sie 'Style speichern als...', um die Speicherdatei explizit zu überschreiben.",,Information about selecting a save file. Informs the user that if the file they have chosen doesn't already include the stylename it will search for the file that does inside the parent folder
DialogEditor_StyleEditor,Style Editor,Style-Editor,,the title for the style editor window
DialogEditor_StyleName,Style name:,Style-Name:,,style name
DialogEditor_StyleNotFound,The style wasn't found in this folder. It will append to the selected file unless an alternative is selected.,"Der Style wurde nicht in diesem Ordner gefunden. Er wird an die gewählte Datei angehängt, wenn keine Alternative gewählt wird.",,Warning message that the style wasnt' found so it will be appended to the end of the given style instead
DialogEditor_SubMenuEntry,Sub Menu Entry,Untermenüeintrag,,Layout hierarchy label for a sub menu entry
DialogEditor_TabControl,Tab Control Panel,Reiter Systemsteuerung,,Gadget toolbox display name for tab control
DialogEditor_TabItem,Tab,Reiter,,Layout Heirarchy heading for a tab
DialogEditor_TestLayout,Test Layout,Test-Layout,,Dialog editor test layout menu entry
DialogEditor_Title,Dialog Editor,Dialogeditor,,title for the dialog editor window
DialogEditor_Toolbox,Gadget Toolbox,Gadget-Werkzeugkasten,,title for the gadget toolbox window
DialogEditor_TreeViewNode,TreeViewNode,TreeViewNode,,Dialog editor TreeViewNode
DialogEditor_Warning,Warning,Warnung,,warning message box title
Edit_Menu_FindResource,Find Resource,Ressource finden,,"Edit menu ""FindResource"""
Edit_Menu_Redo,Redo,Erneut durchführen,,Redo menu entry
Edit_Menu_Search,Search & Replace,Suchen und Ersetzen,,"Edit menu ""Search & Replace"""
Edit_Menu_Undo,Undo,Rückgängig machen,,Undo menu entry
Error_AnimBlendClone,{0} does not implement ICloneable,{0} implementiert nicht ICloneable,,Any class that is used in the animation system must implement ICloneable
Error_CursorManagerDuplicateName,Attempting to add a cursor using image {1} with duplicated id {0} please assign a different name,"Es wird versucht, einen Cursor mit dem Bild {1} mit der doppelten ID {0} hinzuzufügen. Bitte weisen Sie einen anderen Namen zu.",,Multiple cursors have been added with the same reference name
Error_CursorManagerFailedLoad,Attempted to load cursor {1} but received error '{0}',"Laden von Cursor {1} fehlgeschlagen, Fehler: '{0}'",,File load failed for cursor image
Error_CursorManagerLoadingInfoMissing,Attempting to load cursor {0} but can't find loading info,"Laden von Cursor {0} fehlgeschlagen, Informationen zum Laden fehlen",,The loading callback for a cursor can't find the loading hotspot info
Error_GadgetToolboxFailedLoad,Attempted to load gadget toolbox info but received error '{0}' - '{1}',"Laden der Gadget-Werkzeugkasten-Informationen fehlgeschlagen, Fehler: '{0}' - '{1}'",,Failed to load the gadget toolbox list
Error_GadgetToolboxInvalidGadget,Attempted to add gadget '{0}' to toolbox but it isn't registered with the layout manager,Hinzufügen von Gadget '{0}' zum Werkzeugkasten fehlgeschlagen: Gadget ist nicht im Layout-Manager registriert,,Invalid gadget specified in gadget toolbox list
Error_GlobalInputBinding,You can not bind global inputs to a function that takes paramaters.,"Sie können globale Eingaben nicht an eine Funktion binden, die Parameter annimmt.",,Plugins can not use the global autobinding if the bound function takes a paramater
Error_GridColumnIndexInvalid,Attempting to access invalid column index {0} for grid with {1} columns,"Es wird versucht, auf den ungültigen Spaltenindex {0} mit einem Gitter mit {1} Spalten zuzugreifen",,Attempted to access an invalid column index
Error_GridRowIndexInvalid,Attempting to access invalid row index {0} for grid with {1} rows,"Es wird versucht, auf den ungültigen Zeilenindex {0} in einem Gitter mit {1} Zeilen zuzugreifen",,Attempted to access an invalid row index
Error_GUILayout_AnchorRequiresParentPos,"A parent reliant anchor (bottom or right) has been set with no parent gadget, try setting the dimension instead",Ein von einem übergeordneten Element abhängiger Anker (unten oder rechts) wurde ohne übergeordnetes Gadget angegeben. Versuchen Sie anstelle dessen die Abmessungen anzugeben,,Attempted to use an bottom or right anchor when there is no parent gadget to base the position upon
Error_GUILayout_DimensionAndBothAnchors,"A dimension input has been set along with both the associated anchors, the dimension input will be ignored","Eine Abmessungseingabe wurde zusammen mit beiden verbundenen Ankern angegeben, die Abmessungseingabe wird nicht beachtet",,"Both the dimension and the associated anchors have been set (for instance width, top and bottom) the dimension will be calculated from the anchors not the dimension input"
Error_GUILayout_FailedCalculatePosition,"Cannot calculate actual position of gadget, too few anchors and/or dimensions are set","Aktuelle Position des Gadgets kann nicht berechnet werden, es wurden zu wenige Anker und/oder Abmessungen angegeben",,Gadget requires at least one anchor or the dimension to be set for each direction
Error_GUILayout_PercentageRequiresParentDimension,"An anchor or dimension has been set to percentage with no parent gadget, try using pixel instead","Ein Anker oder eine Abmessung wurde ohne übergeordnetes Gadget auf Prozentangabe gesetzt, verwenden Sie anstelle dessen Pixel",,Attempted to use percentage style values when there is no parent gadget to base it upon
Error_GUILayout_ScaleToFitRequiresParent,"The scale to fit option has been selected on a gadget with no parent, try removing the scale to fit option","Die Option zum passenden Skalieren wurde für ein Gadget ohne übergeordnetes Element ausgewählt, bitte entfernen Sie die Option zum passenden Skalieren",,Scale to fit has been requested but it can only be calculated if you have a parent to scale within
Error_InvalidRefCount,Object has been released too many times,Das Objekt wurde zu oft freigegeben,,releasing an object so ref<0
Error_LayoutManagerFailedLoad,Attempted to load layout file but received error '{0}' - '{1}',"Laden von Layout-Datei fehlgeschlagen, Fehler: '{0}' - '{1}'",,Failed to load a layout file
Error_MemoryFree,Trying to free invalid memory block,"Es wird versucht, einen ungültigen Speicherblock freizugeben",,Trying to free an unallocated block of memory
Error_PrimBuilder1,PrimitiveBuilder out of vertex space in {0},PrimitiveBuilder: Unzureichender Vertex-Raum in {0},,Out of vertex space in while building primitives
Error_PrimBuilder2,"PrimitiveBuilder was not called finished correctly, you MUST call End()","PrimitiveBuilder wurde nicht ordnungsgemäß als Beendigung deklariert, Sie MÜSSEN das Ende deklarieren()",,You MUST call builder.End() when finished with a prim builder
